datetime,machineID,Actual_RUL,Predicted_RUL
2015-06-19 19:00:00,14,610.9999999999999,834.45
2015-05-07 11:00:00,23,666.9999999999999,639.0896
2015-12-04 13:00:00,96,592.9999999999999,637.78326
2015-04-04 01:00:00,31,1157.0000000000002,738.98315
2015-04-27 03:00:00,42,219.0,387.278
2015-03-11 01:00:00,37,940.9999999999999,854.7883
2015-11-14 03:00:00,58,675.0,624.71155
2015-10-17 05:00:00,1,1.0,418.52258
2015-05-13 18:00:00,26,2339.9999999999995,1722.6968
2015-06-04 13:00:00,8,1457.0000000000002,1309.8927
2015-02-04 21:00:00,38,1353.0,1011.3922
2015-11-28 06:00:00,23,432.0,318.47238
2015-12-01 08:00:00,82,190.0,193.98256
2015-09-19 12:00:00,61,858.0,653.98456
2015-03-24 00:00:00,9,2046.0,1390.7379
2015-02-05 14:00:00,93,951.9999999999999,916.1733
2015-05-21 01:00:00,80,1253.0000000000005,1412.9218
2015-02-04 16:00:00,8,733.9999999999999,495.90704
2015-02-16 13:00:00,5,161.0,547.53284
2015-07-09 13:00:00,80,64.99999999999999,598.6876
2015-03-16 08:00:00,83,22.0,94.03439
2015-01-09 16:00:00,11,254.00000000000003,301.88275
2015-09-14 00:00:00,47,174.0,298.17822
2015-03-15 12:00:00,90,138.0,220.81953
2015-02-25 04:00:00,88,194.0,493.0234
2015-02-22 18:00:00,64,995.9999999999999,955.90027
2015-09-01 05:00:00,100,217.00000000000003,939.0686
2015-11-12 12:00:00,66,785.9999999999999,669.1249
2015-10-17 15:00:00,51,974.9999999999999,774.80914
2015-03-22 04:00:00,96,1010.0000000000001,608.1403
2015-02-25 02:00:00,22,627.9999999999998,566.5193
2015-07-06 09:00:00,51,212.99999999999997,517.94543
2015-07-30 18:00:00,15,84.0,417.21036
2015-03-10 15:00:00,31,303.00000000000006,430.4892
2015-05-05 14:00:00,33,616.0000000000002,595.7885
2015-04-12 16:00:00,60,62.0,991.1502
2015-06-02 20:00:00,68,1761.9999999999998,845.94086
2015-06-25 00:00:00,47,317.99999999999994,306.34506
2015-02-19 07:00:00,92,1439.0000000000002,432.57632
2015-07-31 20:00:00,71,1282.0000000000002,798.8568
2015-06-27 08:00:00,45,574.0000000000001,442.50452
2015-02-18 21:00:00,84,9.0,126.49301
2015-03-19 22:00:00,96,1064.0,604.3812
2015-08-05 15:00:00,41,2030.9999999999998,2129.6843
2015-01-31 11:00:00,37,67.0,336.55914
2015-11-14 02:00:00,99,364.0,311.01328
2015-05-08 22:00:00,94,344.0,448.58295
2015-08-12 19:00:00,53,1402.9999999999995,1038.7817
2015-06-27 05:00:00,94,1320.9999999999998,898.13043
2015-02-17 19:00:00,69,1475.0,866.1862
2015-03-16 15:00:00,93,15.000000000000002,45.99982
2015-03-27 04:00:00,10,194.0,187.37029
2015-08-05 19:00:00,79,947.0000000000002,1141.0442
2015-10-16 02:00:00,85,627.9999999999998,426.38074
2015-08-09 10:00:00,21,644.0,535.02405
2015-11-06 10:00:00,20,212.0,359.2099
2015-04-25 00:00:00,41,174.0,76.336464
2015-05-06 04:00:00,48,121.99999999999997,619.96704
2015-03-02 13:00:00,67,353.0,596.09607
2015-08-30 07:00:00,57,1583.0000000000002,1605.858
2015-03-08 01:00:00,78,2141.0,1445.8335
2015-02-14 17:00:00,26,1213.0000000000005,886.41046
2015-06-15 23:00:00,37,55.0,262.42804
2015-04-08 15:00:00,49,159.0,486.86905
2015-03-02 10:00:00,19,1004.0,633.55896
2015-08-03 09:00:00,25,333.0,624.15076
2015-02-13 12:00:00,59,1218.0,635.0245
2015-05-09 15:00:00,31,303.00000000000006,546.9612
2015-03-13 23:00:00,28,79.0,550.2169
2015-03-15 18:00:00,50,1091.9999999999998,500.89142
2015-05-19 11:00:00,16,307.0,309.57764
2015-01-22 14:00:00,59,304.00000000000006,469.8577
2015-04-29 04:00:00,42,170.00000000000003,419.85425
2015-07-23 20:00:00,24,178.0,440.69107
2015-04-10 09:00:00,37,212.99999999999997,324.19846
2015-09-07 13:00:00,2,2705.0,2380.082
2015-10-31 06:00:00,66,1080.0,890.2954
2015-04-02 00:00:00,98,317.99999999999994,375.71405
2015-03-14 14:00:00,36,2008.0,1839.84
2015-05-25 05:00:00,95,241.00000000000003,759.16034
2015-02-27 18:00:00,45,2004.0,949.1739
2015-03-07 14:00:00,10,663.9999999999999,653.43964
2015-01-16 23:00:00,86,151.0,175.86266
2015-09-10 10:00:00,30,2060.0000000000005,1746.9232
2015-02-15 19:00:00,64,83.0,378.865
2015-05-11 05:00:00,10,192.99999999999997,268.0368
2015-01-14 03:00:00,79,1155.0000000000002,923.5326
2015-10-20 10:00:00,90,284.0,487.48825
2015-02-17 06:00:00,29,336.0,460.91623
2015-08-10 22:00:00,20,151.99999999999997,284.89728
2015-04-30 17:00:00,25,85.00000000000003,524.62177
2015-04-03 11:00:00,39,2827.0,2102.4038
2015-09-27 19:00:00,66,83.0,526.30035
2015-01-05 10:00:00,19,188.0,174.48004
2015-02-18 08:00:00,75,1150.0,484.80154
2015-01-19 02:00:00,84,387.99999999999994,427.8685
2015-07-03 11:00:00,14,283.0,351.70456
2015-07-10 06:00:00,95,936.0000000000001,1003.60876
2015-04-13 05:00:00,4,2257.0,1672.2522
2015-03-23 22:00:00,68,223.99999999999994,1084.9917
2015-08-09 03:00:00,85,459.0,256.4783
2015-07-14 17:00:00,57,2701.0,2307.6802
2015-09-24 22:00:00,90,176.0,484.85733
2015-08-18 03:00:00,67,267.0,400.462
2015-08-06 15:00:00,72,711.0000000000001,733.63477
2015-03-12 20:00:00,21,634.0,642.1022
2015-03-04 03:00:00,93,315.00000000000006,284.6302
2015-06-26 05:00:00,44,793.0000000000001,565.20996
2015-08-02 01:00:00,24,1397.0000000000005,525.5437
2015-01-03 23:00:00,3,79.0,433.63586
2015-09-30 13:00:00,57,833.0,820.7353
2015-06-14 22:00:00,55,127.99999999999997,584.86096
2015-09-12 22:00:00,13,248.0,494.28253
2015-05-11 13:00:00,53,41.0,240.14668
2015-07-14 16:00:00,23,110.0,410.34412
2015-06-04 06:00:00,58,1344.0,536.73773
2015-04-02 22:00:00,55,440.0,508.05844
2015-02-10 05:00:00,85,96.99999999999999,546.73755
2015-07-29 19:00:00,92,467.0,387.05493
2015-10-23 13:00:00,61,41.0,179.5765
2015-08-26 01:00:00,24,820.9999999999999,730.2979
2015-07-10 04:00:00,8,602.0000000000001,732.00977
2015-06-19 23:00:00,64,2143.0,1538.5374
2015-04-07 14:00:00,33,568.0,653.3006
2015-10-25 04:00:00,76,842.0,745.2958
2015-11-25 02:00:00,87,676.0,494.36572
2015-03-24 08:00:00,86,3958.0000000000005,3240.5186
2015-05-25 14:00:00,90,231.99999999999997,576.65826
2015-02-26 03:00:00,55,219.0,622.41296
2015-09-18 23:00:00,85,558.9999999999999,156.56503
2015-03-06 18:00:00,60,948.0,949.86743
2015-05-02 15:00:00,65,686.9999999999999,622.0177
2015-06-10 16:00:00,66,2702.0,1492.0872
2015-02-06 00:00:00,99,270.0,254.68239
2015-04-08 10:00:00,96,595.9999999999999,528.02094
2015-12-07 19:00:00,38,131.0,216.49385
2015-03-08 02:00:00,78,2140.0,1445.8335
2015-10-01 04:00:00,57,818.0000000000001,732.6854
2015-04-18 01:00:00,81,1421.0,769.54474
2015-10-18 11:00:00,49,570.9999999999999,405.486
2015-02-06 11:00:00,84,307.0,638.5097
2015-01-09 02:00:00,73,916.0000000000002,679.55695
2015-10-01 15:00:00,81,303.00000000000006,691.4951
2015-07-22 18:00:00,40,611.9999999999999,861.305
2015-01-03 00:00:00,19,246.00000000000009,358.47592
2015-05-03 08:00:00,8,2230.0,1501.4777
2015-08-29 10:00:00,72,163.99999999999994,289.5879
2015-03-26 00:00:00,23,246.00000000000009,460.736
2015-02-24 06:00:00,13,1104.0,813.8243
2015-06-07 09:00:00,64,2445.0,1885.5791
2015-06-13 09:00:00,90,1581.0,1156.2101
2015-01-25 03:00:00,90,603.0,532.9386
2015-10-25 17:00:00,63,349.00000000000017,313.2965
2015-07-06 20:00:00,50,1617.9999999999998,1567.6104
2015-07-08 12:00:00,12,1386.0,818.48785
2015-08-01 13:00:00,73,689.0000000000001,436.27246
2015-03-13 06:00:00,95,191.99999999999997,354.68304
2015-03-31 09:00:00,4,45.00000000000001,658.4426
2015-01-04 19:00:00,24,1019.0,880.87445
2015-10-25 08:00:00,21,237.99999999999997,420.8735
2015-05-19 13:00:00,4,1385.0,1309.3868
2015-01-30 09:00:00,54,1436.9999999999998,1398.1241
2015-07-19 01:00:00,12,1133.0000000000002,813.3849
2015-03-27 02:00:00,25,916.0000000000002,700.37
2015-03-30 06:00:00,93,47.99999999999999,213.08762
2015-03-30 05:00:00,59,145.0,388.68967
2015-08-27 10:00:00,20,836.0000000000001,598.0753
2015-08-11 23:00:00,52,1927.0000000000002,1304.1583
2015-02-27 02:00:00,38,820.0,495.5437
2015-05-21 23:00:00,21,1830.999999999999,1152.6898
2015-10-27 20:00:00,97,561.9999999999999,197.36957
2015-12-10 20:00:00,99,81.99999999999999,69.835884
2015-02-21 02:00:00,79,243.99999999999997,252.00809
2015-04-09 16:00:00,17,878.0,652.0654
2015-10-28 11:00:00,5,547.0000000000001,403.19345
2015-05-05 13:00:00,79,281.00000000000006,451.33142
2015-12-08 17:00:00,9,133.00000000000003,80.46188
2015-07-19 23:00:00,14,247.00000000000003,255.42973
2015-10-28 07:00:00,55,839.0000000000001,867.58105
2015-01-18 08:00:00,26,1870.0,1519.3193
2015-07-14 18:00:00,96,60.00000000000001,564.7739
2015-04-03 11:00:00,80,2395.000000000001,2285.2864
2015-02-19 11:00:00,58,1699.0000000000002,1491.6847
2015-09-26 09:00:00,68,1509.0,996.6774
2015-09-17 12:00:00,16,641.9999999999998,553.32477
2015-04-10 21:00:00,84,2025.0,1570.7096
2015-07-16 02:00:00,67,1060.0,611.5207
2015-03-27 14:00:00,62,1479.9999999999998,1420.3235
2015-08-06 03:00:00,70,2282.9999999999995,1102.8228
2015-03-01 15:00:00,96,1502.9999999999998,1010.24365
2015-08-12 04:00:00,23,506.0,391.7096
2015-01-25 04:00:00,33,146.0,384.10522
2015-01-08 11:00:00,38,210.99999999999997,604.2645
2015-07-10 12:00:00,91,1578.0,679.54913
2015-08-29 11:00:00,84,91.0,360.90533
2015-02-08 19:00:00,42,1354.9999999999995,954.83875
2015-02-10 22:00:00,53,1111.9999999999998,1012.92267
2015-11-04 05:00:00,62,841.0,797.8804
2015-10-30 07:00:00,73,334.99999999999994,472.05304
2015-06-20 05:00:00,52,672.9999999999999,909.78516
2015-12-03 20:00:00,94,369.99999999999994,306.3364
2015-06-09 05:00:00,93,504.99999999999994,349.8178
2015-09-30 14:00:00,32,879.9999999999998,487.68915
2015-06-23 09:00:00,100,1892.9999999999993,1665.9308
2015-01-06 20:00:00,91,609.9999999999999,650.8888
2015-02-22 18:00:00,95,636.0,544.1182
2015-09-06 20:00:00,19,81.99999999999999,632.4476
2015-10-01 13:00:00,80,929.0000000000003,578.17065
2015-01-15 12:00:00,14,378.0,415.43402
2015-02-01 08:00:00,4,358.00000000000017,421.7553
2015-04-04 08:00:00,79,1030.0,721.0355
2015-05-26 00:00:00,92,942.0,519.693
2015-11-06 04:00:00,39,1226.0000000000007,1224.9546
2015-08-02 00:00:00,52,5.999999999999999,297.83
2015-04-23 08:00:00,94,358.00000000000017,547.7622
2015-03-27 01:00:00,58,845.0000000000001,820.32263
2015-12-25 08:00:00,15,142.0,156.15822
2015-09-12 21:00:00,67,9.0,18.388474
2015-03-22 14:00:00,10,304.00000000000006,271.75864
2015-05-19 19:00:00,91,659.0,856.16724
2015-01-30 05:00:00,100,312.99999999999994,554.1269
2015-05-24 10:00:00,97,1076.0000000000002,760.2719
2015-11-25 05:00:00,96,817.0,674.9491
2015-08-03 22:00:00,84,704.0,759.5293
2015-07-24 22:00:00,83,487.9999999999999,455.08273
2015-11-18 13:00:00,56,161.0,314.47943
2015-11-25 00:00:00,96,821.9999999999999,669.7936
2015-05-01 06:00:00,24,1464.0000000000002,603.0183
2015-05-26 20:00:00,37,178.0,334.73767
2015-06-04 11:00:00,1,355.00000000000006,798.0025
2015-04-06 17:00:00,8,349.00000000000017,968.8754
2015-07-19 01:00:00,42,749.0,547.0441
2015-12-14 07:00:00,62,239.00000000000006,271.1828
2015-01-21 21:00:00,37,297.0,401.45908
2015-02-15 23:00:00,13,1303.0,1197.5791
2015-06-21 20:00:00,80,489.99999999999983,740.9168
2015-01-18 08:00:00,60,286.0,272.72107
2015-05-24 12:00:00,14,1241.9999999999998,1197.2385
2015-03-02 13:00:00,87,257.00000000000006,656.6107
2015-06-25 02:00:00,48,364.0,615.3504
2015-05-25 16:00:00,12,998.0,991.16797
2015-03-16 23:00:00,51,367.0,614.3947
2015-07-24 06:00:00,76,552.0,312.47485
2015-01-17 09:00:00,75,477.0,272.82162
2015-05-02 22:00:00,84,1496.0,1369.583
2015-10-25 13:00:00,73,449.0,415.88907
2015-10-11 11:00:00,96,1891.0000000000005,1650.997
2015-08-07 13:00:00,36,664.9999999999999,608.25287
2015-07-11 16:00:00,88,1238.0000000000002,591.8957
2015-01-07 07:00:00,10,287.0,356.0493
2015-03-03 11:00:00,32,187.0,461.0833
2015-07-26 12:00:00,76,498.0000000000001,561.5301
2015-01-20 08:00:00,93,1341.9999999999998,1329.3827
2015-07-23 18:00:00,15,252.00000000000003,596.14166
2015-08-16 18:00:00,4,324.0,400.9402
2015-01-07 23:00:00,97,391.00000000000006,575.865
2015-02-01 01:00:00,80,3869.0,3063.5176
2015-02-01 12:00:00,8,809.9999999999998,547.11664
2015-06-08 08:00:00,75,1030.0,544.8793
2015-09-01 03:00:00,48,170.99999999999997,462.03818
2015-08-23 13:00:00,97,329.0,701.7216
2015-01-26 17:00:00,13,1789.0,1499.1274
2015-02-24 17:00:00,82,781.0,823.0443
2015-07-26 19:00:00,48,1043.0000000000002,608.23694
2015-04-17 18:00:00,42,444.0000000000001,516.5772
2015-01-22 00:00:00,20,294.00000000000006,425.7454
2015-03-28 03:00:00,24,123.00000000000001,254.58536
2015-05-27 20:00:00,1,538.0,528.0049
2015-10-11 12:00:00,45,185.99999999999997,365.56766
2015-07-22 17:00:00,90,637.0,279.63678
2015-05-05 23:00:00,81,991.0,785.1681
2015-02-15 05:00:00,53,1008.9999999999999,1125.285
2015-05-21 05:00:00,12,1105.0,1023.6447
2015-01-11 22:00:00,13,2144.0,1710.0994
2015-10-28 11:00:00,66,1147.0,873.809
2015-10-24 02:00:00,52,171.99999999999997,704.627
2015-03-06 19:00:00,59,707.0000000000002,489.6153
2015-10-08 07:00:00,82,1486.9999999999998,1444.684
2015-02-15 10:00:00,3,3740.0000000000005,2240.2327
2015-03-28 14:00:00,49,424.00000000000006,345.39148
2015-08-13 11:00:00,62,2827.0,2167.4246
2015-12-20 17:00:00,62,85.00000000000003,69.38081
2015-08-20 04:00:00,74,1465.9999999999998,1168.1582
2015-07-07 05:00:00,68,936.9999999999999,898.85455
2015-03-17 22:00:00,78,1903.9999999999998,1445.3079
2015-05-13 01:00:00,94,245.00000000000003,463.7071
2015-10-24 20:00:00,21,250.0,430.88907
2015-04-18 17:00:00,8,60.99999999999999,526.14484
2015-09-24 02:00:00,61,748.0,713.2504
2015-02-23 00:00:00,87,437.99999999999994,715.46313
2015-04-11 09:00:00,83,837.0,546.027
2015-02-01 09:00:00,19,620.9999999999999,691.7586
2015-08-10 04:00:00,15,1994.0000000000002,1373.2003
2015-01-30 07:00:00,51,743.0000000000002,296.26352
2015-02-07 23:00:00,74,702.9999999999999,544.63116
2015-07-27 23:00:00,74,2022.9999999999998,1290.3016
2015-07-07 00:00:00,13,78.00000000000001,345.06253
2015-01-28 05:00:00,3,217.00000000000003,614.35004
2015-03-15 13:00:00,30,232.99999999999997,228.22284
2015-01-23 11:00:00,7,19.000000000000004,19.060434
2015-10-21 23:00:00,16,895.0,577.21094
2015-03-26 02:00:00,99,196.0,277.29547
2015-08-26 13:00:00,32,641.0000000000001,566.1178
2015-08-08 20:00:00,5,682.0000000000001,830.18225
2015-04-18 13:00:00,40,1097.0000000000002,760.7031
2015-10-23 02:00:00,21,291.99999999999994,434.441
2015-05-04 01:00:00,25,5.000000000000001,242.11691
2015-08-02 04:00:00,87,194.0,392.88394
2015-05-02 15:00:00,51,686.9999999999999,519.97437
2015-10-30 08:00:00,52,22.0,133.33188
2015-05-12 19:00:00,73,106.99999999999999,482.24048
2015-02-24 19:00:00,69,1307.0,916.6084
2015-03-12 02:00:00,16,507.99999999999994,339.40222
2015-01-21 00:00:00,9,1014.0000000000003,1045.7686
2015-12-30 06:00:00,88,0.0,23.104853
2015-08-29 05:00:00,4,25.0,340.9864
2015-01-09 13:00:00,1,1337.0000000000002,1164.9194
2015-06-14 18:00:00,3,876.0,857.9194
2015-06-26 09:00:00,46,3501.0000000000005,3544.7769
2015-05-11 02:00:00,59,220.0,455.96832
2015-02-26 03:00:00,88,170.99999999999997,366.13824
2015-06-06 04:00:00,41,3481.9999999999995,3102.7056
2015-12-10 19:00:00,20,106.99999999999999,234.16939
2015-01-09 01:00:00,64,269.00000000000006,234.77274
2015-03-24 11:00:00,26,307.0,722.97974
2015-02-19 10:00:00,38,1004.0,892.37787
2015-08-31 19:00:00,87,1283.0,680.2153
2015-09-15 23:00:00,79,318.99999999999994,885.43634
2015-03-05 22:00:00,51,632.0,666.9031
2015-09-21 23:00:00,88,1662.9999999999993,1155.9845
2015-03-25 03:00:00,62,1539.0000000000007,1410.1483
2015-10-10 01:00:00,15,533.0,629.2547
2015-05-16 19:00:00,96,1475.0,1229.8262
2015-01-30 09:00:00,50,2157.0,642.62115
2015-02-13 19:00:00,15,2651.0,2314.3677
2015-08-14 10:00:00,78,475.99999999999994,551.31537
2015-07-18 09:00:00,19,1292.9999999999998,870.1053
2015-08-07 15:00:00,48,758.9999999999999,607.0041
2015-03-27 17:00:00,92,564.9999999999999,545.26196
2015-01-26 03:00:00,72,1371.0000000000005,1223.8726
2015-10-10 13:00:00,32,641.0000000000001,445.19675
2015-08-20 11:00:00,5,402.9999999999999,616.9106
2015-07-22 11:00:00,49,162.99999999999997,253.9498
2015-10-06 23:00:00,71,30.999999999999996,45.385204
2015-07-10 13:00:00,99,161.0,195.03418
2015-01-14 13:00:00,39,1840.9999999999998,1608.841
2015-08-21 17:00:00,18,157.0,379.26367
2015-10-23 09:00:00,25,189.0,432.45123
2015-08-26 07:00:00,43,911.0000000000001,649.20654
2015-03-22 07:00:00,49,575.0000000000001,322.96652
2015-01-01 23:00:00,60,679.0,747.9693
2015-07-15 22:00:00,98,320.00000000000006,318.10782
2015-08-04 00:00:00,2,3534.0000000000005,3041.56
2015-06-27 21:00:00,36,1641.0,936.6411
2015-06-11 10:00:00,79,115.99999999999999,335.14386
2015-02-02 16:00:00,14,661.9999999999998,503.84018
2015-02-24 23:00:00,5,1039.0000000000002,909.30817
2015-11-02 22:00:00,39,1304.0,1178.3746
2015-09-30 15:00:00,55,1502.9999999999998,1053.181
2015-06-16 08:00:00,80,622.0,1009.0231
2015-08-27 17:00:00,80,324.99999999999983,675.9573
2015-02-03 12:00:00,92,378.0,446.66696
2015-07-18 02:00:00,90,748.0,373.17337
2015-02-14 21:00:00,4,33.0,0.35549664
2015-04-25 05:00:00,54,121.0,522.0679
2015-07-15 01:00:00,88,1157.0000000000002,627.5946
2015-10-26 16:00:00,28,1478.0,1563.5637
2015-06-06 23:00:00,92,654.9999999999999,420.11035
2015-07-27 23:00:00,19,1063.0,884.8039
2015-10-25 08:00:00,73,454.0000000000001,415.64294
2015-02-18 20:00:00,53,921.9999999999999,989.84326
2015-10-04 12:00:00,63,498.0000000000001,450.34845
2015-01-03 08:00:00,53,2038.0000000000002,1901.7157
2015-10-25 08:00:00,89,598.0,534.9221
2015-02-12 19:00:00,99,106.99999999999999,168.11163
2015-02-21 07:00:00,52,3527.0,3093.9016
2015-09-07 21:00:00,95,225.0,293.78586
2015-08-16 07:00:00,42,71.0,334.87915
2015-07-28 22:00:00,34,2192.0,2037.9457
2015-07-28 13:00:00,5,953.0000000000001,681.93024
2015-01-15 02:00:00,48,1348.0,740.4242
2015-07-09 14:00:00,7,1768.0000000000002,1013.66016
2015-02-06 21:00:00,53,1209.0,1046.3477
2015-08-17 06:00:00,20,0.0,330.8433
2015-07-23 10:00:00,4,908.0,589.117
2015-05-06 14:00:00,51,592.0000000000001,515.0211
2015-06-28 03:00:00,92,147.0,479.7911
2015-07-27 14:00:00,12,928.0000000000001,863.0579
2015-02-11 21:00:00,16,464.99999999999994,525.98096
2015-10-27 17:00:00,99,60.99999999999999,51.036865
2015-10-09 08:00:00,61,382.00000000000006,486.75693
2015-08-20 08:00:00,40,2446.000000000001,1189.5221
2015-02-05 16:00:00,26,1430.0000000000005,1350.4257
2015-03-17 16:00:00,37,782.0,584.0979
2015-06-24 20:00:00,56,2241.9999999999995,913.771
2015-08-21 07:00:00,51,551.0,707.7571
2015-05-16 09:00:00,63,285.00000000000006,731.7918
2015-11-19 12:00:00,99,234.00000000000003,184.1775
2015-03-23 10:00:00,45,1435.9999999999998,880.8706
2015-10-06 15:00:00,24,183.00000000000006,424.81607
2015-02-05 05:00:00,13,1561.0,1362.9674
2015-07-12 10:00:00,1,1244.0,795.3947
2015-09-09 05:00:00,5,649.0000000000001,599.0217
2015-02-27 01:00:00,19,5.000000000000001,91.21389
2015-01-22 19:00:00,21,11.0,94.031044
2015-03-01 23:00:00,83,367.0,511.67685
2015-03-30 13:00:00,33,41.0,94.63468
2015-06-28 16:00:00,57,3086.0,2848.8347
2015-12-17 18:00:00,15,324.0,348.80704
2015-07-16 07:00:00,58,334.99999999999994,581.4784
2015-05-30 04:00:00,20,1177.9999999999998,596.68066
2015-02-08 16:00:00,58,1957.9999999999998,1206.1973
2015-03-20 06:00:00,95,23.999999999999996,113.03182
2015-12-10 23:00:00,64,486.99999999999994,511.68628
2015-07-25 22:00:00,44,80.00000000000001,438.05374
2015-03-23 12:00:00,11,666.0,874.28925
2015-11-10 14:00:00,85,16.0,171.06522
2015-09-25 10:00:00,37,140.0,350.06458
2015-11-10 19:00:00,16,419.0,303.45023
2015-08-02 07:00:00,89,455.0,592.48865
2015-09-22 10:00:00,3,284.0,894.5027
2015-01-31 03:00:00,54,1418.9999999999998,1357.4183
2015-03-09 07:00:00,11,1007.0,911.5506
2015-07-04 14:00:00,62,904.0,973.07837
2015-07-16 13:00:00,55,449.0,252.02458
2015-03-21 02:00:00,71,148.00000000000003,187.30289
2015-05-12 19:00:00,68,2267.0,1394.1987
2015-09-24 06:00:00,49,432.0,462.28897
2015-05-08 21:00:00,62,464.99999999999994,227.89583
2015-07-14 10:00:00,45,163.99999999999994,622.4892
2015-06-26 03:00:00,84,195.0,458.25784
2015-09-25 13:00:00,1,520.9999999999999,575.65607
2015-03-06 19:00:00,60,947.0000000000002,949.86743
2015-04-21 18:00:00,67,948.0,813.41296
2015-10-30 02:00:00,37,387.99999999999994,395.68286
2015-02-21 10:00:00,35,692.0,589.5744
2015-04-22 07:00:00,3,2159.0,1991.9313
2015-02-14 22:00:00,98,344.0,447.14404
2015-01-30 18:00:00,7,204.00000000000003,638.55035
2015-02-12 21:00:00,50,1833.0000000000002,1534.8572
2015-01-10 02:00:00,9,1275.9999999999998,1240.7451
2015-03-11 02:00:00,72,316.0,650.04144
2015-03-14 23:00:00,69,871.0000000000001,704.06854
2015-10-16 20:00:00,81,1378.0,1062.0258
2015-03-25 16:00:00,92,613.9999999999999,579.8709
2015-05-06 18:00:00,61,2316.0,1953.6826
2015-05-28 17:00:00,71,301.0,475.71576
2015-10-23 12:00:00,79,1218.0,868.96655
2015-04-27 18:00:00,54,60.00000000000001,466.3262
2015-03-13 22:00:00,5,632.0,703.9452
2015-02-27 03:00:00,11,1250.9999999999998,821.81085
2015-10-29 21:00:00,80,248.99999999999997,304.5165
2015-01-03 02:00:00,96,1084.0000000000002,917.83246
2015-09-04 22:00:00,83,200.00000000000006,434.7019
2015-04-28 16:00:00,1,1238.0000000000002,695.90137
2015-06-26 07:00:00,30,1007.0,978.0563
2015-02-03 21:00:00,26,1472.9999999999998,1133.0168
2015-02-21 10:00:00,97,1844.0,808.6124
2015-07-29 17:00:00,23,109.00000000000001,283.45135
2015-03-06 05:00:00,43,384.99999999999994,504.60486
2015-10-24 11:00:00,25,162.99999999999997,418.9847
2015-10-08 15:00:00,58,1551.0,1162.1344
2015-02-23 16:00:00,43,638.0000000000001,540.56647
2015-11-08 12:00:00,13,690.0000000000002,514.5494
2015-11-16 15:00:00,87,879.0,662.49023
2015-09-04 18:00:00,60,180.00000000000006,193.79593
2015-03-27 12:00:00,55,593.9999999999999,564.8027
2015-03-30 04:00:00,80,2497.9999999999995,2262.847
2015-01-27 04:00:00,16,842.0,454.38022
2015-09-21 14:00:00,22,1024.0,648.0248
2015-07-16 19:00:00,46,3011.0,3074.605
2015-05-21 06:00:00,8,1800.0000000000002,1499.5496
2015-11-01 10:00:00,61,548.0,365.23456
2015-02-08 07:00:00,44,863.0,735.76385
2015-08-22 20:00:00,62,2602.0000000000005,1881.4796
2015-04-19 22:00:00,43,752.0,490.25577
2015-08-23 21:00:00,38,152.99999999999997,705.08386
2015-08-21 20:00:00,7,730.0,488.08557
2015-11-02 20:00:00,1,1042.0,789.8364
2015-08-17 09:00:00,75,69.0,368.8576
2015-05-03 13:00:00,38,1409.0,994.23895
2015-11-09 12:00:00,54,1121.9999999999998,1225.3514
2015-04-30 06:00:00,39,2184.0000000000005,2025.3368
2015-10-18 00:00:00,1,1422.0000000000002,769.7858
2015-05-09 02:00:00,68,2356.0,1410.9486
2015-01-11 15:00:00,59,567.0000000000002,665.8647
